Human_ID	Mouse_ID	Mouse_name	Human_name
ENSG00000211785	ENSMUSG00000095736	Trav7n-4	TRAV12-1
ENSG00000211785	ENSMUSG00000104620	Trav7-1	TRAV12-1
ENSG00000211787	ENSMUSG00000094231	Trav9n-4	TRAV8-3
ENSG00000211787	ENSMUSG00000096678	Trav9-4	TRAV8-3
ENSG00000211787	ENSMUSG00000096397	Trav17	TRAV8-3
ENSG00000211787	ENSMUSG00000096478	Trav9d-1	TRAV8-3
ENSG00000211787	ENSMUSG00000096541	Trav9n-3	TRAV8-3
ENSG00000211787	ENSMUSG00000094966	Trav9-2	TRAV8-3
ENSG00000211787	ENSMUSG00000095495	Trav9d-3	TRAV8-3
ENSG00000211787	ENSMUSG00000096900	Trav9-1	TRAV8-3
ENSG00000211787	ENSMUSG00000094914	Trav9d-2	TRAV8-3
ENSG00000211787	ENSMUSG00000093813	Trav9n-2	TRAV8-3
ENSG00000211787	ENSMUSG00000090868	Trav9d-4	TRAV8-3
ENSG00000211788	ENSMUSG00000076761	Trav5-1	TRAV13-1
ENSG00000211788	ENSMUSG00000095607	Trav5-4	TRAV13-1
ENSG00000211788	ENSMUSG00000096168	Trav5n-4	TRAV13-1
ENSG00000211788	ENSMUSG00000096106	Trav5d-4	TRAV13-1
ENSG00000211788	ENSMUSG00000096551	Trav10	TRAV13-1
ENSG00000211788	ENSMUSG00000095646	Trav10n	TRAV13-1
ENSG00000211788	ENSMUSG00000094792	Trav10d	TRAV13-1
ENSG00000211789	ENSMUSG00000094023	Trav7d-4	TRAV12-2
ENSG00000211789	ENSMUSG00000096138	Trav7-6	TRAV12-2
ENSG00000211789	ENSMUSG00000105393	Trav7d-5	TRAV12-2
ENSG00000211789	ENSMUSG00000106620	Trav7-5	TRAV12-2
ENSG00000211789	ENSMUSG00000105533	Trav7d-2	TRAV12-2
ENSG00000211789	ENSMUSG00000096908	Trav7-3	TRAV12-2
ENSG00000211789	ENSMUSG00000105721	Trav7d-6	TRAV12-2
ENSG00000211789	ENSMUSG00000105080	Trav7n-6	TRAV12-2
ENSG00000211789	ENSMUSG00000096746	Trav7d-3	TRAV12-2
ENSG00000211789	ENSMUSG00000094766	Trav7-4	TRAV12-2
ENSG00000211789	ENSMUSG00000096417	Trav7-2	TRAV12-2
ENSG00000211789	ENSMUSG00000105629	Trav7n-5	TRAV12-2
ENSG00000211789	ENSMUSG00000095736	Trav7n-4	TRAV12-2
ENSG00000211789	ENSMUSG00000104620	Trav7-1	TRAV12-2
ENSG00000211791	ENSMUSG00000076761	Trav5-1	TRAV13-2
ENSG00000211791	ENSMUSG00000095607	Trav5-4	TRAV13-2
ENSG00000211791	ENSMUSG00000096168	Trav5n-4	TRAV13-2
ENSG00000211791	ENSMUSG00000096106	Trav5d-4	TRAV13-2
ENSG00000211791	ENSMUSG00000096551	Trav10	TRAV13-2
ENSG00000211791	ENSMUSG00000095646	Trav10n	TRAV13-2
ENSG00000211791	ENSMUSG00000094792	Trav10d	TRAV13-2
ENSG00000211793	ENSMUSG00000095756	Trav6d-7	TRAV9-2
ENSG00000211793	ENSMUSG00000096600	Trav6d-3	TRAV9-2
ENSG00000211793	ENSMUSG00000076762	Trav6-1	TRAV9-2
ENSG00000211793	ENSMUSG00000095387	Trav6d-4	TRAV9-2
ENSG00000211793	ENSMUSG00000095370	Trav6n-7	TRAV9-2
ENSG00000211793	ENSMUSG00000094220	Trav6-3	TRAV9-2
ENSG00000211793	ENSMUSG00000094468	Trav6-4	TRAV9-2
ENSG00000211793	ENSMUSG00000094176	Trav6d-6	TRAV9-2
ENSG00000211793	ENSMUSG00000076802	Trav6n-6	TRAV9-2
ENSG00000211793	ENSMUSG00000076764	Trav6-2	TRAV9-2
ENSG00000211793	ENSMUSG00000095862	Trav6-6	TRAV9-2
ENSG00000211793	ENSMUSG00000095126	Trav6-7-dv9	TRAV9-2
ENSG00000211794	ENSMUSG00000094023	Trav7d-4	TRAV12-3
ENSG00000211794	ENSMUSG00000096138	Trav7-6	TRAV12-3
ENSG00000211794	ENSMUSG00000105393	Trav7d-5	TRAV12-3
ENSG00000211794	ENSMUSG00000106620	Trav7-5	TRAV12-3
ENSG00000211794	ENSMUSG00000105533	Trav7d-2	TRAV12-3
ENSG00000211794	ENSMUSG00000096908	Trav7-3	TRAV12-3
ENSG00000211794	ENSMUSG00000105721	Trav7d-6	TRAV12-3
ENSG00000211794	ENSMUSG00000105080	Trav7n-6	TRAV12-3
ENSG00000211794	ENSMUSG00000096746	Trav7d-3	TRAV12-3
ENSG00000211794	ENSMUSG00000094766	Trav7-4	TRAV12-3
ENSG00000211794	ENSMUSG00000096417	Trav7-2	TRAV12-3
ENSG00000211794	ENSMUSG00000105629	Trav7n-5	TRAV12-3
ENSG00000211794	ENSMUSG00000095736	Trav7n-4	TRAV12-3
ENSG00000211794	ENSMUSG00000104620	Trav7-1	TRAV12-3
ENSG00000211797	ENSMUSG00000076795	Trav8d-2	TRAV17
ENSG00000211797	ENSMUSG00000076831	Trav8-1	TRAV17
ENSG00000211797	ENSMUSG00000076770	Trav8d-1	TRAV17
ENSG00000211797	ENSMUSG00000076821	Trav8n-2	TRAV17
ENSG00000211798	ENSMUSG00000096656	Trav12-2	TRAV18
ENSG00000211798	ENSMUSG00000096129	Trav12d-2	TRAV18
ENSG00000211798	ENSMUSG00000095958	Trav12-3	TRAV18
ENSG00000211798	ENSMUSG00000096531	Trav12n-2	TRAV18
ENSG00000211798	ENSMUSG00000096055	Trav12n-1	TRAV18
ENSG00000211798	ENSMUSG00000094607	Trav12d-3	TRAV18
ENSG00000211798	ENSMUSG00000095689	Trav12d-1	TRAV18
ENSG00000211798	ENSMUSG00000093915	Trav12n-3	TRAV18
ENSG00000211798	ENSMUSG00000096825	Trav12-1	TRAV18
ENSG00000211799	ENSMUSG00000076822	Trav16n	TRAV19
ENSG00000211799	ENSMUSG00000076796	Trav16d-dv11	TRAV19
ENSG00000211799	ENSMUSG00000076855	Trav16	TRAV19
ENSG00000211802	ENSMUSG00000094779	Trav13n-2	TRAV22
ENSG00000211802	ENSMUSG00000095643	Trav13d-3	TRAV22
ENSG00000211802	ENSMUSG00000094562	Trav13-4-dv7	TRAV22
ENSG00000211802	ENSMUSG00000087666	Trav13-5	TRAV22
ENSG00000211802	ENSMUSG00000104629	Trav13n-1	TRAV22
ENSG00000211802	ENSMUSG00000076823	Trav13n-4	TRAV22
ENSG00000211802	ENSMUSG00000096329	Trav13d-4	TRAV22
ENSG00000211802	ENSMUSG00000094758	Trav13d-2	TRAV22
ENSG00000211802	ENSMUSG00000096038	Trav13n-3	TRAV22
ENSG00000211802	ENSMUSG00000076839	Trav13-1	TRAV22
ENSG00000211802	ENSMUSG00000076778	Trav13d-1	TRAV22
ENSG00000211802	ENSMUSG00000076846	Trav13-2	TRAV22
ENSG00000211803	ENSMUSG00000096827	Trav14n-1	TRAV23DV6
ENSG00000211803	ENSMUSG00000076824	Trav14n-3	TRAV23DV6
ENSG00000211803	ENSMUSG00000093801	Trav14n-2	TRAV23DV6
ENSG00000211803	ENSMUSG00000095854	Trav14d-1	TRAV23DV6
ENSG00000211803	ENSMUSG00000095560	Trav14d-2	TRAV23DV6
ENSG00000211803	ENSMUSG00000094619	Trav14d-3-dv8	TRAV23DV6
ENSG00000211803	ENSMUSG00000094212	Trav14-3	TRAV23DV6
ENSG00000211803	ENSMUSG00000095711	Trav14-2	TRAV23DV6
ENSG00000211803	ENSMUSG00000076840	Trav14-1	TRAV23DV6
ENSG00000211804	ENSMUSG00000096653	Trav15d-1-dv6d-1	TRDV1
ENSG00000211804	ENSMUSG00000105953	Trav15d-2-dv6d-2	TRDV1
ENSG00000211804	ENSMUSG00000094413	Trav15n-1	TRDV1
ENSG00000211804	ENSMUSG00000076848	Trav15-2-dv6-2	TRDV1
ENSG00000211804	ENSMUSG00000094016	Trav15-1-dv6-1	TRDV1
ENSG00000211804	ENSMUSG00000104915	Trav15n-2	TRDV1
ENSG00000211809	ENSMUSG00000076861	Trav18	TRAV27
ENSG00000211810	ENSMUSG00000076862	Trav19	TRAV29DV5
ENSG00000211812	ENSMUSG00000076863	Trav21-dv12	TRAV26-2
ENSG00000211813	ENSMUSG00000076864	Trdv1	TRAV34
ENSG00000211816	ENSMUSG00000076866	Trdv2-2	TRAV38-1
ENSG00000211817	ENSMUSG00000076866	Trdv2-2	TRAV38-2DV8
ENSG00000211818	ENSMUSG00000106289	Trav23	TRAV39
ENSG00000211829	ENSMUSG00000104876	Trdc	TRDC
ENSG00000256590	ENSMUSG00000076873	Trdv5	TRDV3
ENSG00000129562	ENSMUSG00000022174	Dad1	DAD1
ENSG00000100439	ENSMUSG00000040997	Abhd4	ABHD4
ENSG00000155463	ENSMUSG00000000959	Oxa1l	OXA1L
ENSG00000155465	ENSMUSG00000000958	Slc7a7	SLC7A7
ENSG00000172590	ENSMUSG00000010406	Mrpl52	MRPL52
ENSG00000157227	ENSMUSG00000000957	Mmp14	MMP14
ENSG00000197324	ENSMUSG00000022175	Lrp10	LRP10
ENSG00000139890	ENSMUSG00000022176	Rem2	REM2
ENSG00000100462	ENSMUSG00000023110	Prmt5	PRMT5
ENSG00000092036	ENSMUSG00000022177	Haus4	HAUS4
ENSG00000259132	ENSMUSG00000022177	Haus4	AL132780.3
ENSG00000129474	ENSMUSG00000022178	Ajuba	AJUBA
ENSG00000100802	ENSMUSG00000022179	4931414P19Rik	C14orf93
ENSG00000100804	ENSMUSG00000022193	Psmb5	PSMB5
ENSG00000222028	ENSMUSG00000072423	Psmb11	PSMB11
ENSG00000139880	ENSMUSG00000059674	Cdh24	CDH24
ENSG00000100813	ENSMUSG00000022185	Acin1	ACIN1
ENSG00000179933	ENSMUSG00000040822	1700123O20Rik	C14orf119
ENSG00000283654	ENSMUSG00000114865	Gm29776	LMLN2
ENSG00000092067	ENSMUSG00000052435	Cebpe	CEBPE
ENSG00000092068	ENSMUSG00000022180	Slc7a8	SLC7A8
ENSG00000202229	ENSMUSG00000089269	Gm26468	RNU6-1138P
ENSG00000215277	ENSMUSG00000112858	Rnf212b	RNF212B
ENSG00000215271	ENSMUSG00000057156	Homez	HOMEZ
ENSG00000235194	ENSMUSG00000072494	Ppp1r3e	PPP1R3E
ENSG00000129473	ENSMUSG00000089682	Bcl2l2	BCL2L2
ENSG00000258643	ENSMUSG00000022194	Pabpn1	BCL2L2-PABPN1
ENSG00000258643	ENSMUSG00000092232	Gm20521	BCL2L2-PABPN1
ENSG00000092096	ENSMUSG00000022199	Slc22a17	SLC22A17
ENSG00000100842	ENSMUSG00000022203	Efs	EFS
ENSG00000166090	ENSMUSG00000040770	Il25	IL25
ENSG00000166091	ENSMUSG00000040759	Cmtm5	CMTM5
ENSG00000197616	ENSMUSG00000040752	Myh6	MYH6
ENSG00000199157	ENSMUSG00000065432	Mir208a	MIR208A
ENSG00000092054	ENSMUSG00000053093	Myh7	MYH7
ENSG00000215991	ENSMUSG00000077928	Mir208b	MIR208B
ENSG00000129460	ENSMUSG00000022204	Ngdn	NGDN
ENSG00000136367	ENSMUSG00000040721	Zfhx2	ZFHX2
ENSG00000259431	ENSMUSG00000045691	Thtpa	THTPA
ENSG00000213983	ENSMUSG00000040701	Ap1g2	AP1G2
ENSG00000092051	ENSMUSG00000022208	Jph4	JPH4
ENSG00000100867	ENSMUSG00000022209	Dhrs2	DHRS2
ENSG00000157326	ENSMUSG00000022210	Dhrs4	DHRS4
ENSG00000187630	ENSMUSG00000022210	Dhrs4	DHRS4L2
ENSG00000186648	ENSMUSG00000022211	Carmil3	CARMIL3
ENSG00000100884	ENSMUSG00000022212	Cpne6	CPNE6
ENSG00000129535	ENSMUSG00000040632	Nrl	NRL
ENSG00000100889	ENSMUSG00000040618	Pck2	PCK2
ENSG00000100897	ENSMUSG00000022214	Dcaf11	DCAF11
ENSG00000259371	ENSMUSG00000022214	Dcaf11	AL136295.3
ENSG00000139914	ENSMUSG00000022215	Fitm1	FITM1
ENSG00000092010	ENSMUSG00000022216	Psme1	PSME1
ENSG00000100908	ENSMUSG00000022217	Emc9	EMC9
ENSG00000100911	ENSMUSG00000079197	Psme2	PSME2
ENSG00000100911	ENSMUSG00000078153	Psme2b	PSME2
ENSG00000092098	ENSMUSG00000047098	Rnf31	RNF31
ENSG00000259529	ENSMUSG00000047098	Rnf31	AL136295.5
ENSG00000213928	ENSMUSG00000002325	Irf9	IRF9
ENSG00000100918	ENSMUSG00000002324	Rec8	REC8
ENSG00000196497	ENSMUSG00000002319	Ipo4	IPO4
ENSG00000259522	ENSMUSG00000115232	Gm49378	AL136295.4
ENSG00000259522	ENSMUSG00000002320	Tm9sf1	AL136295.4
ENSG00000100926	ENSMUSG00000115232	Gm49378	TM9SF1
ENSG00000100926	ENSMUSG00000002320	Tm9sf1	TM9SF1
ENSG00000254692	ENSMUSG00000115232	Gm49378	AL136295.1
ENSG00000254692	ENSMUSG00000002320	Tm9sf1	AL136295.1
ENSG00000139908	ENSMUSG00000007591	Tssk4	TSSK4
ENSG00000129559	ENSMUSG00000010376	Nedd8	NEDD8
ENSG00000100938	ENSMUSG00000002326	Gmpr2	GMPR2
ENSG00000092330	ENSMUSG00000007589	Tinf2	TINF2
ENSG00000092295	ENSMUSG00000022218	Tgm1	TGM1
ENSG00000100949	ENSMUSG00000040472	Rabggta	RABGGTA
ENSG00000157379	ENSMUSG00000002332	Dhrs1	DHRS1
ENSG00000196943	ENSMUSG00000019297	Nop9	NOP9
ENSG00000136305	ENSMUSG00000022219	Cideb	CIDEB
ENSG00000213906	ENSMUSG00000040432	Ltb4r2	LTB4R2
ENSG00000129467	ENSMUSG00000022220	Adcy4	ADCY4
ENSG00000129465	ENSMUSG00000022221	Ripk3	RIPK3
ENSG00000100968	ENSMUSG00000023411	Nfatc4	NFATC4
ENSG00000205978	ENSMUSG00000075592	Nynrin	NYNRIN
ENSG00000139899	ENSMUSG00000040380	Cbln3	CBLN3
ENSG00000100441	ENSMUSG00000047153	Khnyn	KHNYN
ENSG00000100445	ENSMUSG00000022223	Sdr39u1	SDR39U1
ENSG00000092009	ENSMUSG00000022225	Cma1	CMA1
ENSG00000100448	ENSMUSG00000040314	Ctsg	CTSG
ENSG00000100450	ENSMUSG00000015441	Gzmf	GZMH
ENSG00000100450	ENSMUSG00000022156	Gzme	GZMH
ENSG00000100450	ENSMUSG00000059256	Gzmd	GZMH
ENSG00000100450	ENSMUSG00000040284	Gzmg	GZMH
ENSG00000100450	ENSMUSG00000015443	Gzmn	GZMH
ENSG00000100453	ENSMUSG00000015437	Gzmb	GZMB
ENSG00000100453	ENSMUSG00000079186	Gzmc	GZMB
ENSG00000168952	ENSMUSG00000046314	Stxbp6	STXBP6
ENSG00000212270	ENSMUSG00000064441	Snord37	AL359396.1
ENSG00000139910	ENSMUSG00000021047	Nova1	NOVA1
ENSG00000176165	ENSMUSG00000020950	Foxg1	FOXG1
ENSG00000184304	ENSMUSG00000002688	Prkd1	PRKD1
ENSG00000092140	ENSMUSG00000035293	G2e3	G2E3
ENSG00000092108	ENSMUSG00000020952	Scfd1	SCFD1
ENSG00000100473	ENSMUSG00000020953	Coch	COCH
ENSG00000196792	ENSMUSG00000020954	Strn3	STRN3
ENSG00000100478	ENSMUSG00000020955	Ap4s1	AP4S1
ENSG00000092148	ENSMUSG00000035247	Hectd1	HECTD1
ENSG00000129493	ENSMUSG00000035181	Heatr5a	HEATR5A
ENSG00000129480	ENSMUSG00000020956	Dtd2	DTD2
ENSG00000214943	ENSMUSG00000035148	Gpr33	GPR33
ENSG00000151413	ENSMUSG00000035142	Nubpl	NUBPL
ENSG00000223087	ENSMUSG00000087859	Gm22796	RNU6-602P
ENSG00000100852	ENSMUSG00000035133	Arhgap5	ARHGAP5
ENSG00000201654	ENSMUSG00000064489	Gm23296	RNU6-7
ENSG00000201654	ENSMUSG00000064663	Gm24859	RNU6-7
ENSG00000202337	ENSMUSG00000064489	Gm23296	RNU6-8
ENSG00000202337	ENSMUSG00000064663	Gm24859	RNU6-8
ENSG00000151320	ENSMUSG00000061603	Akap6	AKAP6
ENSG00000151322	ENSMUSG00000021010	Npas3	NPAS3
ENSG00000129521	ENSMUSG00000035105	Egln3	EGLN3
ENSG00000165389	ENSMUSG00000044408	Sptssa	SPTSSA
ENSG00000129518	ENSMUSG00000054302	Eapp	EAPP
ENSG00000129515	ENSMUSG00000005656	Snx6	SNX6
ENSG00000253003	ENSMUSG00000088172	Gm25217	RNU6-1261P
ENSG00000165410	ENSMUSG00000062929	Cfl2	CFL2
ENSG00000198604	ENSMUSG00000035021	Baz1a	BAZ1A
ENSG00000100883	ENSMUSG00000079108	Srp54c	SRP54
ENSG00000100883	ENSMUSG00000112449	Srp54b	SRP54
ENSG00000100883	ENSMUSG00000073079	Srp54a	SRP54
ENSG00000151327	ENSMUSG00000094103	Fam177a2	FAM177A1
ENSG00000151327	ENSMUSG00000095595	Fam177a	FAM177A1
ENSG00000092020	ENSMUSG00000021022	Ppp2r3c	PPP2R3C
ENSG00000100890	ENSMUSG00000021023	Prorp	PRORP
ENSG00000258790	ENSMUSG00000021023	Prorp	AL121594.1
ENSG00000100902	ENSMUSG00000021024	Psma6	PSMA6
ENSG00000100906	ENSMUSG00000021025	Nfkbia	NFKBIA
ENSG00000168348	ENSMUSG00000045440	Insm2	INSM2
ENSG00000174373	ENSMUSG00000021027	Ralgapa1	RALGAPA1
ENSG00000100916	ENSMUSG00000012076	Brms1l	BRMS1L
ENSG00000252312	ENSMUSG00000088165	Gm23533	RN7SKP21
ENSG00000151332	ENSMUSG00000021028	Mbip	MBIP
ENSG00000136352	ENSMUSG00000001496	Nkx2-1	NKX2-1
ENSG00000136327	ENSMUSG00000058669	Nkx2-9	NKX2-8
ENSG00000198807	ENSMUSG00000001497	Pax9	PAX9
ENSG00000183032	ENSMUSG00000035472	Slc25a21	SLC25A21
ENSG00000151338	ENSMUSG00000047022	Mipol1	MIPOL1
ENSG00000129514	ENSMUSG00000035451	Foxa1	FOXA1
ENSG00000139865	ENSMUSG00000046782	Ttc6	TTC6
ENSG00000200385	ENSMUSG00000084433	Gm25945	AL136296.1
ENSG00000139874	ENSMUSG00000035431	Sstr1	SSTR1
ENSG00000176435	ENSMUSG00000045930	Clec14a	CLEC14A
ENSG00000100934	ENSMUSG00000020986	Sec23a	SEC23A
ENSG00000092208	ENSMUSG00000060121	Gemin2	GEMIN2
ENSG00000182400	ENSMUSG00000020993	Trappc6b	TRAPPC6B
ENSG00000100941	ENSMUSG00000020994	Pnn	PNN
ENSG00000150527	ENSMUSG00000021000	Mia2	MIA2
ENSG00000165355	ENSMUSG00000035329	Fbxo33	FBXO33
ENSG00000165379	ENSMUSG00000035653	Lrfn5	LRFN5
ENSG00000189139	ENSMUSG00000043060	Fscb	FSCB
ENSG00000179476	ENSMUSG00000047227	Gm527	C14orf28
ENSG00000179454	ENSMUSG00000020948	Klhl28	KLHL28
ENSG00000198718	ENSMUSG00000035614	Togaram1	TOGARAM1
ENSG00000185246	ENSMUSG00000035597	Prpf39	PRPF39
ENSG00000212615	ENSMUSG00000065853	Gm22354	SNORD58
ENSG00000212615	ENSMUSG00000064871	Snord58b	SNORD58
ENSG00000239043	ENSMUSG00000087790	Gm25970	SNORD127
ENSG00000100442	ENSMUSG00000020949	Fkbp3	FKBP3
ENSG00000187790	ENSMUSG00000055884	Fancm	FANCM
ENSG00000129534	ENSMUSG00000047534	Mis18bp1	MIS18BP1
ENSG00000165496	ENSMUSG00000060499	Rpl10l	RPL10L
ENSG00000139915	ENSMUSG00000034912	Mdga2	MDGA2
ENSG00000276168	ENSMUSG00000099021	Rn7s1	RN7SL1
ENSG00000165501	ENSMUSG00000034883	Lrr1	LRR1
ENSG00000165502	ENSMUSG00000104043	Gm6525	RPL36AL
ENSG00000168282	ENSMUSG00000043998	Mgat2	MGAT2
ENSG00000165506	ENSMUSG00000020973	Dnaaf2	DNAAF2
ENSG00000100479	ENSMUSG00000113786	Gm49384	POLE2
ENSG00000100479	ENSMUSG00000020974	Pole2	POLE2
ENSG00000197776	ENSMUSG00000051890	Klhdc1	KLHDC1
ENSG00000165516	ENSMUSG00000020978	Klhdc2	KLHDC2
ENSG00000165525	ENSMUSG00000020982	Nemf	NEMF
ENSG00000165527	ENSMUSG00000044147	Arf6	ARF6
ENSG00000100483	ENSMUSG00000049882	Vcpkmt	VCPKMT
ENSG00000100485	ENSMUSG00000034801	Sos2	SOS2
ENSG00000087299	ENSMUSG00000020988	L2hgdh	L2HGDH
ENSG00000125375	ENSMUSG00000054894	Dmac2l	DMAC2L
ENSG00000100490	ENSMUSG00000020990	Cdkl1	CDKL1
ENSG00000012983	ENSMUSG00000034761	Map4k5	MAP4K5
ENSG00000198513	ENSMUSG00000021066	Atl1	ATL1
ENSG00000151748	ENSMUSG00000021067	Sav1	SAV1
ENSG00000100503	ENSMUSG00000021068	Nin	NIN
ENSG00000100504	ENSMUSG00000021069	Pygl	PYGL
ENSG00000131969	ENSMUSG00000090121	Abhd12b	ABHD12B
ENSG00000100505	ENSMUSG00000021071	Trim9	TRIM9
ENSG00000139921	ENSMUSG00000021072	Tmx1	TMX1
ENSG00000139926	ENSMUSG00000048285	Frmd6	FRMD6
ENSG00000252400	ENSMUSG00000088405	Gm25886	RNU6-1291P
ENSG00000252400	ENSMUSG00000087712	Gm25828	RNU6-1291P
ENSG00000186469	ENSMUSG00000043004	Gng2	GNG2
ENSG00000087302	ENSMUSG00000021807	Rtraf	RTRAF
ENSG00000087303	ENSMUSG00000021806	Nid2	NID2
ENSG00000168229	ENSMUSG00000071489	Ptgdr	PTGDR
ENSG00000125384	ENSMUSG00000037759	Ptger2	PTGER2
ENSG00000087301	ENSMUSG00000021830	Txndc16	TXNDC16
ENSG00000180998	ENSMUSG00000049092	Gpr137c	GPR137C
ENSG00000197930	ENSMUSG00000021831	Ero1l	ERO1A
ENSG00000100519	ENSMUSG00000021832	Psmc6	PSMC6
ENSG00000198252	ENSMUSG00000053205	Styx	STYX
ENSG00000198252	ENSMUSG00000071748	Gm14698	STYX
ENSG00000100522	ENSMUSG00000037722	Gnpnat1	GNPNAT1
ENSG00000073712	ENSMUSG00000037712	Fermt2	FERMT2
ENSG00000100523	ENSMUSG00000037697	Ddhd1	DDHD1
ENSG00000125378	ENSMUSG00000021835	Bmp4	BMP4
ENSG00000100526	ENSMUSG00000037628	Cdkn3	CDKN3
ENSG00000100528	ENSMUSG00000015759	Cnih1	CNIH1
ENSG00000197045	ENSMUSG00000062014	Gmfb	GMFB
ENSG00000100532	ENSMUSG00000055128	Cgrrf1	CGRRF1
ENSG00000020577	ENSMUSG00000021838	Samd4	SAMD4A
ENSG00000131979	ENSMUSG00000037580	Gch1	GCH1
ENSG00000198554	ENSMUSG00000037572	Wdhd1	WDHD1
ENSG00000180008	ENSMUSG00000048379	Socs4	SOCS4
ENSG00000168175	ENSMUSG00000041775	Mapk1ip1	MAPK1IP1L
ENSG00000168175	ENSMUSG00000021840	Mapk1ip1l	MAPK1IP1L
ENSG00000131981	ENSMUSG00000050335	Lgals3	LGALS3
ENSG00000126787	ENSMUSG00000037544	Dlgap5	DLGAP5
ENSG00000178974	ENSMUSG00000037536	Fbxo34	FBXO34
ENSG00000126775	ENSMUSG00000037526	Atg14	ATG14
ENSG00000182521	ENSMUSG00000061809	Tbpl2	TBPL2
ENSG00000126777	ENSMUSG00000021843	Ktn1	KTN1
ENSG00000139946	ENSMUSG00000021846	Peli2	PELI2
ENSG00000070269	ENSMUSG00000036339	Tmem260	TMEM260
ENSG00000165588	ENSMUSG00000021848	Otx2	OTX2
ENSG00000070367	ENSMUSG00000061244	Exoc5	EXOC5
ENSG00000053770	ENSMUSG00000036291	Ap5m1	AP5M1
ENSG00000139977	ENSMUSG00000036282	Naa30	NAA30
ENSG00000100557	ENSMUSG00000021850	ccdc198	CCDC198
ENSG00000151812	ENSMUSG00000021852	Slc35f4	SLC35F4
ENSG00000252837	ENSMUSG00000088463	Gm24749	RN7SKP99
ENSG00000252837	ENSMUSG00000089285	Gm26028	RN7SKP99
ENSG00000139971	ENSMUSG00000036242	Armh4	ARMH4
ENSG00000131966	ENSMUSG00000021076	Actr10	ACTR10
ENSG00000100567	ENSMUSG00000060073	Psma3	PSMA3
ENSG00000032219	ENSMUSG00000048118	Arid4a	ARID4A
ENSG00000196860	ENSMUSG00000021078	Tomm20l	TOMM20L
ENSG00000100575	ENSMUSG00000021079	Timm9	TIMM9
ENSG00000100578	ENSMUSG00000034601	2700049A03Rik	KIAA0586
ENSG00000165617	ENSMUSG00000044548	Dact1	DACT1
ENSG00000100592	ENSMUSG00000034574	Daam1	DAAM1
ENSG00000181619	ENSMUSG00000043398	Gpr135	GPR135
ENSG00000126790	ENSMUSG00000019718	L3hypdh	L3HYPDH
ENSG00000050130	ENSMUSG00000005078	Jkamp	JKAMP
ENSG00000050130	ENSMUSG00000056197	4931417E11Rik	JKAMP
ENSG00000151838	ENSMUSG00000021086	Ccdc175	CCDC175
ENSG00000139970	ENSMUSG00000021087	Rtn1	RTN1
ENSG00000131951	ENSMUSG00000021090	Lrrc9	LRRC9
ENSG00000126773	ENSMUSG00000034501	Pcnx4	PCNX4
ENSG00000100612	ENSMUSG00000021094	Dhrs7	DHRS7
ENSG00000100612	ENSMUSG00000109482	Gm4756	DHRS7
ENSG00000100614	ENSMUSG00000021096	Ppm1a	PPM1A
ENSG00000179008	ENSMUSG00000021098	4930447C04Rik	C14orf39
ENSG00000184302	ENSMUSG00000021099	Six6	SIX6
ENSG00000126778	ENSMUSG00000051367	Six1	SIX1
ENSG00000100625	ENSMUSG00000034460	Six4	SIX4
ENSG00000020426	ENSMUSG00000021103	Mnat1	MNAT1
ENSG00000126814	ENSMUSG00000034442	Trmt5	TRMT5
ENSG00000206870	ENSMUSG00000089603	Gm23059	RNU6-398P
ENSG00000139974	ENSMUSG00000044712	Slc38a6	SLC38A6
ENSG00000027075	ENSMUSG00000021108	Prkch	PRKCH
ENSG00000182107	ENSMUSG00000034435	Tmem30b	TMEM30B
ENSG00000258989	ENSMUSG00000021108	Prkch	AL355916.3
ENSG00000100644	ENSMUSG00000021109	Hif1a	HIF1A
ENSG00000023608	ENSMUSG00000114046	Snapc1l	SNAPC1
ENSG00000023608	ENSMUSG00000021113	Snapc1	SNAPC1
ENSG00000139973	ENSMUSG00000044912	Syt16	SYT16
ENSG00000140015	ENSMUSG00000034402	Kcnh5	KCNH5
ENSG00000126785	ENSMUSG00000046768	Rhoj	RHOJ
ENSG00000179600	ENSMUSG00000048982	Gphb5	GPHB5
ENSG00000154001	ENSMUSG00000021051	Ppp2r5e	PPP2R5E
ENSG00000140006	ENSMUSG00000045690	Wdr89	WDR89
ENSG00000126821	ENSMUSG00000021054	Sgpp1	SGPP1
ENSG00000054654	ENSMUSG00000063450	Syne2	SYNE2
ENSG00000140009	ENSMUSG00000021055	Esr2	ESR2
ENSG00000100714	ENSMUSG00000021048	Mthfd1	MTHFD1
ENSG00000089775	ENSMUSG00000056459	Zbtb25	ZBTB25
ENSG00000179841	ENSMUSG00000021057	Akap5	AKAP5
ENSG00000126804	ENSMUSG00000033454	Zbtb1	ZBTB1
ENSG00000126803	ENSMUSG00000059970	Hspa2	HSPA2
ENSG00000165807	ENSMUSG00000052221	Ppp1r36	PPP1R36
ENSG00000126822	ENSMUSG00000052609	Plekhg3	PLEKHG3
ENSG00000070182	ENSMUSG00000021061	Sptb	SPTB
ENSG00000258289	ENSMUSG00000090258	Churc1	CHURC1
ENSG00000125954	ENSMUSG00000033373	Fntb	CHURC1-FNTB
ENSG00000176153	ENSMUSG00000042808	Gpx2	GPX2
ENSG00000139998	ENSMUSG00000021062	Rab15	RAB15
